V1	V2	V3
Locus11962	0.636354737370315	NA	NA
Locus11967	0.133636384618342	NA	NA
Locus11971	0.22722356080719	NA	NA
Locus1198	0.778884783636459	NA	NA
Locus11984	0.626332000836166	NA	NA
Locus11985	0.794885148459598	NA	NA
Locus11988	0.26257397279175	NA	NA
Locus1199	0.33158452872455	NA	NA
Locus11991	0.351493890823111	NA	NA
Locus11999	0.330063790909655	NA	NA
Locus12005	0.612513022138008	NA	NA
Locus12009	0.164282041104876	NA	NA
Locus1201	0.499167940454253	NA	NA
Locus12016	0.218880014107757	NA	NA
Locus12020	0.0755766870071927	NA	NA
Locus12024	0.440202481700659	NA	NA
Locus12026	0.451369678724156	NA	NA
Locus12028	0.262198606166415	NA	NA
Locus12029	0.13898052059854	NA	NA
Locus1203	0.00260124583491306	NA	NA
Locus12030	0.0500304332085432	NA	NA
Locus12032	0.416430835345475	NA	NA
Locus12035	0.0812128155865898	NA	NA
Locus12036	0.302484790105672	NA	NA
Locus12038	0.301541339508283	NA	NA
Locus12039	0.0484777657481151	NA	NA
Locus1204	0.032975222988708	NA	NA
Locus12044	0.527335010989478	NA	NA
Locus12048	0.0478664645396741	NA	NA
Locus1205	0.964521957581628	NA	NA
Locus12058	0.227037036056007	NA	NA
Locus12061	0.000454663788564003	NA	NA
Locus12064	0.00516844213337197	NA	NA
Locus12066	0.183578557892704	NA	NA
Locus12067	0.356291134399188	NA	NA
Locus1207	0.797324594395288	NA	NA
Locus12072	0.15087038686453	NA	NA
Locus12074	0.193090795466964	NA	NA
Locus12080	0.55448436346434	NA	NA
Locus12081	0.357543477589559	NA	NA
Locus12084	0.116412576465386	NA	NA
Locus12085	0.0472428809757861	NA	NA
Locus12095	0.386951688970659	NA	NA
Locus12098	0.144476129770992	NA	NA
Locus12099	0.00167938413801127	NA	NA
Locus1210	0.238335731021966	NA	NA
Locus12101	0.160905355992613	NA	NA
Locus12103	0.339783623037977	NA	NA
Locus12106	0.446641595769776	NA	NA
Locus12107	0.182522278759226	NA	NA
Locus12111	0.61006319498008	NA	NA
Locus12112	0.0532376371543938	NA	NA
